"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","cantidad","delito"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","22/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","14/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","25/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"CUNDINAMARCA","Cogua","25200000","NO REPORTADO","24/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOYACÁ","Oicatá","15500000","NO REPORTADO","28/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"MAGDALENA","Fundación","47288000","NO REPORTADO","18/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ANTIOQUIA","San Pedro","05664000","NO REPORTADO","13/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","Tuluá","76834029","NO REPORTADO","18/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOYACÁ","Moniquirá","15469000","NO REPORTADO","12/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","26/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","28/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NARIÑO","San Andres de Tumaco","52835035","NO REPORTADO","20/03/2014","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"HUILA","La Plata","41396000","NO REPORTADO","27/04/2014","MASCULINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Sabanalarga","08638000","NO REPORTADO","18/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOLÍVAR","San Jacinto","13654001","NO REPORTADO","30/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","28/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","27/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ATLÁNTICO","Puerto Colombia","08573000","NO REPORTADO","24/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"CÓRDOBA","Montería (CT)","23001042","NO REPORTADO","10/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"CÓRDOBA","Montería (CT)","23001022","NO REPORTADO","25/03/2014","FEMENINO","MENORES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"CÓRDOBA","Lorica","23417000","NO REPORTADO","18/04/2014","FEMENINO","MENORES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"ARAUCA","Saravena","81736000","NO REPORTADO","27/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","30/04/2014","MASCULINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","28/04/2014","MASCULINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","30/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"META","Villavicencio (CT)","50001000","NO REPORTADO","30/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","01/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","San Vicente de Chucurí","68689000","NO REPORTADO","10/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","San Vicente de Chucurí","68689000","NO REPORTADO","08/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CUNDINAMARCA","Soacha","25754000","NO REPORTADO","15/03/2014","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","20/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"META","Villavicencio (CT)","50001000","NO REPORTADO","02/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NARIÑO","Guachucal","52317000","NO REPORTADO","04/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/05/2014","FEMENINO","MENORES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ANTIOQUIA","Yarumal","05887000","NO REPORTADO","04/05/2014","MASCULINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"TOLIMA","Cajamarca","73124000","NO REPORTADO","04/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","18/04/2014","FEMENINO","MENORES","1","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","17/03/2014","FEMENINO","MENORES","1","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","21/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","28/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","04/04/2014","FEMENINO","MENORES","1","ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD"
"TOLIMA","Fresno","73283000","NO REPORTADO","10/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"ATLÁNTICO","Soledad","08758000","NO REPORTADO","19/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"BOYACÁ","Chiquinquirá","15176000","NO REPORTADO","23/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","San Rafael","05667000","NO REPORTADO","06/05/2014","MASCULINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","San Rafael","05667000","NO REPORTADO","06/05/2014","MASCULINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","San Rafael","05667000","NO REPORTADO","06/05/2014","MASCULINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","San Rafael","05667000","NO REPORTADO","06/05/2014","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","08/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"TOLIMA","Ataco","73067000","NO REPORTADO","15/04/2014","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"RISARALDA","Santa Rosa de Cabal","66682000","NO REPORTADO","14/03/2014","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","05/05/2014","FEMENINO","MENORES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"VALLE","Cali (CT)","76001000","NO REPORTADO","07/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","06/05/2014","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","05/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","06/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","Amagá","05030000","NO REPORTADO","08/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","10/05/2014","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Puerto Colombia","08573000","NO REPORTADO","25/04/2014","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","29/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","29/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","11/05/2014","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","11/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"HUILA","Yaguará","41885000","NO REPORTADO","21/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","25/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"META","Puerto López","50573008","NO REPORTADO","26/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","25/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES"
"VALLE","Cartago","76147000","NO REPORTADO","11/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","15/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","13/04/2014","MASCULINO","ADULTOS","1","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES"
"META","Villavicencio (CT)","50001000","NO REPORTADO","04/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","12/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES"
"MAGDALENA","Aracataca","47053000","NO REPORTADO","19/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","10/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"TOLIMA","Chaparral","73168000","NO REPORTADO","21/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","Carepa","05147000","NO REPORTADO","27/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Barichara","68079000","NO REPORTADO","03/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"HUILA","Gigante","41306000","NO REPORTADO","11/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOLÍVAR","Arjona","13052000","NO REPORTADO","15/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"MAGDALENA","Ciénaga","47189000","NO REPORTADO","09/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","17/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"VALLE","Palmira","76520000","NO REPORTADO","03/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","15/05/2014","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VALLE","Palmira","76520000","NO REPORTADO","10/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOLÍVAR","San Jacinto","13654000","NO REPORTADO","01/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","01/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","20/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","17/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","Durania","54239000","NO REPORTADO","17/05/2014","MASCULINO","ADOLESCENTES","1","ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","15/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","18/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","18/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VALLE","Cali (CT)","76001000","NO REPORTADO","15/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"META","Mesetas","50330000","NO REPORTADO","18/05/2014","MASCULINO","ADOLESCENTES","1","ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","17/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 216. INDUCCIÓN A LA PROSTITUCIÓN (CIRCUNSTANCIAS AGRAVACIÓN)"
"GUAVIARE","San José del Guaviare (CT)","95001000","NO REPORTADO","28/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NARIÑO","Córdoba","52215000","NO REPORTADO","11/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NARIÑO","Córdoba","52215000","NO REPORTADO","11/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"GUAVIARE","San José del Guaviare (CT)","95001000","NO REPORTADO","13/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","12/05/2014","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"VALLE","Palmira","76520000","NO REPORTADO","07/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Lebrija","68406000","NO REPORTADO","20/03/2014","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"GUAJIRA","Fonseca","44279000","NO REPORTADO","15/05/2014","FEMENINO","MENORES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"GUAJIRA","Fonseca","44279000","NO REPORTADO","15/05/2014","FEMENINO","MENORES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","14/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"CALDAS","Viterbo","17877000","NO REPORTADO","18/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ANTIOQUIA","Sonson","05756000","NO REPORTADO","19/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Sonson","05756000","NO REPORTADO","11/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ANTIOQUIA","Sonson","05756000","NO REPORTADO","08/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"META","Villavicencio (CT)","50001000","NO REPORTADO","20/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"META","Puerto Rico","50590000","NO REPORTADO","14/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","20/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","22/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","22/05/2014","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","20/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","03/04/2014","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","03/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","21/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOLÍVAR","El Carmen de Bolívar","13244000","NO REPORTADO","16/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"ANTIOQUIA","Puerto Triunfo","05591007","NO REPORTADO","23/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Anserma","17042000","NO REPORTADO","19/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"SUCRE","San Marcos","70708000","NO REPORTADO","03/04/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"VALLE","La Victoria","76403003","NO REPORTADO","19/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","20/03/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","04/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","31/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/05/2014","FEMENINO","MENORES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","09/03/2014","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","11/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","20/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"NARIÑO","San Andres de Tumaco","52835017","NO REPORTADO","25/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SANTANDER","Socorro","68755000","NO REPORTADO","23/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","08/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"NORTE DE SANTANDER","Ocaña","54498000","NO REPORTADO","26/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","24/05/2014","FEMENINO","MENORES","1","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","27/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","17/04/2014","FEMENINO","ADULTOS","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"TOLIMA","Lérida","73408000","NO REPORTADO","23/05/2014","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"GUAJIRA","Riohacha (CT)","44001000","NO REPORTADO","26/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","28/05/2014","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"VALLE","Cali (CT)","76001000","NO REPORTADO","27/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"META","Villavicencio (CT)","50001000","NO REPORTADO","26/05/2014","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","20/05/2014","MASCULINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"MAGDALENA","Zona Bananera","47980007","NO REPORTADO","21/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"MAGDALENA","Plato","47555000","NO REPORTADO","26/05/2014","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
