"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","tipo_de_hurto","cantidad"
"GUAJIRA","Maicao","44430000","NO REPORTADO","03/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puerto Tejada","19573000","NO REPORTADO","17/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CUNDINAMARCA","Facatativá","25269000","NO REPORTADO","08/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","09/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Calarca","63130000","NO REPORTADO","16/08/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","01/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","San Gil","68679000","NO REPORTADO","26/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Facatativá","25269000","NO REPORTADO","02/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CÓRDOBA","Sahagún","23660000","NO REPORTADO","06/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Urrao","05847000","NO REPORTADO","07/05/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Purísima","23586000","NO REPORTADO","15/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Acacías","50006000","NO REPORTADO","16/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","25/10/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","26/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","18/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","11/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","19/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","16/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","24/09/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Chinácota","54172000","NO REPORTADO","12/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Cumaral","50226000","NO REPORTADO","23/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Montelíbano","23466000","NO REPORTADO","19/10/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","20/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","San Pedro","05664000","NO REPORTADO","30/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","24/09/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOYACÁ","Puerto Boyacá","15572000","NO REPORTADO","13/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","NO REPORTADO","11/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOYACÁ","Puerto Boyacá","15572000","NO REPORTADO","22/08/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Hato Corozal","85125000","NO REPORTADO","17/09/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Ciudad Bolívar","05101000","NO REPORTADO","05/04/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","06/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","19/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","03/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","25/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","25/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Rionegro","05615000","NO REPORTADO","09/02/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Andes","05034000","NO REPORTADO","21/05/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Giraldo","05306000","NO REPORTADO","14/05/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","07/06/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","16/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","13/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","06/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","San Pedro","05664000","NO REPORTADO","08/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","02/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","07/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Bosconia","20060000","NO REPORTADO","05/06/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Sonson","05756000","NO REPORTADO","25/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","26/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","02/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Rosas","19622000","NO REPORTADO","13/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Restrepo","50606000","NO REPORTADO","09/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Retiro","05607000","NO REPORTADO","13/02/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Chinú","23182000","NO REPORTADO","27/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Amagá","05030000","NO REPORTADO","25/04/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","25/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Chía","25175000","NO REPORTADO","26/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","17/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","28/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","23/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Montelíbano","23466000","NO REPORTADO","13/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","29/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","30/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOYACÁ","Tunja (CT)","15001000","NO REPORTADO","02/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","30/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","28/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Facatativá","25269000","NO REPORTADO","09/06/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","15/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","22/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","24/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","24/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","NO REPORTADO","16/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","08/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","15/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","18/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","16/10/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","13/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","12/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Urrao","05847000","NO REPORTADO","07/05/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","San Vicente del Caguán","18753000","NO REPORTADO","18/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Puerto Rico","18592000","NO REPORTADO","17/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","15/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CASANARE","Maní","85139000","NO REPORTADO","04/10/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","12/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Matanza","68444000","NO REPORTADO","07/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","03/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","13/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","18/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","08/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Calarca","63130000","NO REPORTADO","24/09/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","11/06/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","20/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","27/06/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Frontino","05284006","NO REPORTADO","04/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","NO REPORTADO","16/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","22/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Miranda","19455000","NO REPORTADO","18/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Fundación","47288000","NO REPORTADO","10/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","07/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","04/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","San Vicente del Caguán","18753000","NO REPORTADO","18/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","08/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","07/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","04/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","29/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","06/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","10/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","11/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","18/01/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Puerto Berrío","05579000","NO REPORTADO","26/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Villa Rica","19845000","NO REPORTADO","09/01/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","25/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"AMAZONAS","Leticia (CT)","91001000","NO REPORTADO","04/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Restrepo","50606000","NO REPORTADO","18/01/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","09/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","20/05/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","NO REPORTADO","12/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Villa Rica","19845000","NO REPORTADO","12/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","09/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","22/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CALDAS","Chinchiná","17174000","NO REPORTADO","09/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","NO REPORTADO","12/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Rosas","19622000","NO REPORTADO","16/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","06/07/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","12/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","13/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","11/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Carepa","05147000","NO REPORTADO","01/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","18/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Carepa","05147000","NO REPORTADO","07/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","NO REPORTADO","30/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","22/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"AMAZONAS","Leticia (CT)","91001000","NO REPORTADO","28/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Chigorodó","05172000","NO REPORTADO","03/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"AMAZONAS","Leticia (CT)","91001000","NO REPORTADO","29/10/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Cartagena del Chairá","18150000","NO REPORTADO","30/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Restrepo","50606000","NO REPORTADO","02/01/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","21/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","29/12/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","10/11/2014","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","23/01/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","NO REPORTADO","09/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","10/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","30/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"AMAZONAS","Leticia (CT)","91001000","NO REPORTADO","10/10/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","NO REPORTADO","17/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Sabaneta","05631000","NO REPORTADO","03/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Patía","19532000","NO REPORTADO","17/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Circasia","63190000","NO REPORTADO","29/11/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","06/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","18/02/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Cumaral","50226000","NO REPORTADO","27/02/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","20/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Sabanalarga","08638000","NO REPORTADO","18/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","31/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","03/04/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","20/02/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","19/02/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","16/03/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CHOCÓ","Quibdó (CT)","27001000","NO REPORTADO","14/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","14/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","27/02/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","20/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","21/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","NO REPORTADO","19/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","19/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","NO REPORTADO","20/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Belén de Umbría","66088000","NO REPORTADO","08/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Restrepo","50606000","NO REPORTADO","08/03/2015","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","29/03/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Plato","47555000","NO REPORTADO","03/12/2014","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","08/09/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Soledad","08758000","NO REPORTADO","30/09/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","12/11/2015","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
