"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","tipo_de_hurto","cantidad"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","26/02/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","16/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","21/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","22/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","San Carlos","05649000","ARMA BLANCA / CORTOPUNZANTE","26/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Isnos","41359000","ARMA BLANCA / CORTOPUNZANTE","24/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","20/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Toro","76823000","ARMA BLANCA / CORTOPUNZANTE","27/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","24/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","13/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","30/04/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","11/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","30/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/05/2023","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Tenjo","25799000","ARMA BLANCA / CORTOPUNZANTE","20/12/2022","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","30/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","07/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Floridablanca","68276000","ARMA BLANCA / CORTOPUNZANTE","12/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puerto Tejada","19573000","ARMA BLANCA / CORTOPUNZANTE","20/04/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","27/07/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","18/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Ibagué (CT)","73001000","ARMA BLANCA / CORTOPUNZANTE","23/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","01/06/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","30/04/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","13/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","13/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Yumbo","76892000","ARMA BLANCA / CORTOPUNZANTE","03/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"MAGDALENA","Ciénaga","47189000","ARMA BLANCA / CORTOPUNZANTE","17/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","18/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","09/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Hatonuevo","44378000","ARMA BLANCA / CORTOPUNZANTE","18/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","09/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","04/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","04/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","ARMA BLANCA / CORTOPUNZANTE","24/02/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","31/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","28/05/2023","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Potosí","52560000","ARMA BLANCA / CORTOPUNZANTE","23/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","17/07/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","19/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Tuluá","76834000","ARMA BLANCA / CORTOPUNZANTE","21/05/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","23/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","12/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","13/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","San Juan del Cesar","44650000","ARMA BLANCA / CORTOPUNZANTE","22/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","02/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","29/06/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","14/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Turbaco","13836000","ARMA BLANCA / CORTOPUNZANTE","24/07/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","16/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","10/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","30/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","25/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","29/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","28/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","29/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","05/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Ciudad Bolívar","05101000","ARMA BLANCA / CORTOPUNZANTE","22/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","ARMA BLANCA / CORTOPUNZANTE","03/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","ARMA BLANCA / CORTOPUNZANTE","04/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Hispania","05353000","ARMA BLANCA / CORTOPUNZANTE","16/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","30/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","El Retén","47268000","ARMA BLANCA / CORTOPUNZANTE","30/04/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","22/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","21/08/2023","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","06/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","19/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","14/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Malambo","08433000","ARMA BLANCA / CORTOPUNZANTE","09/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","20/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","07/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","15/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","31/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","19/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VICHADA","Cumaribo","99773000","ARMA BLANCA / CORTOPUNZANTE","18/03/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","22/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Tuluá","76834000","ARMA BLANCA / CORTOPUNZANTE","18/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","21/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","23/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","02/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","12/05/2023","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","01/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","30/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","21/04/2023","MASCULINO","MENORES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Chigorodó","05172000","ARMA BLANCA / CORTOPUNZANTE","27/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","23/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","02/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","17/06/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","09/05/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","12/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","28/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","28/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Bosconia","20060000","ARMA BLANCA / CORTOPUNZANTE","03/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","06/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Galapa","08296000","ARMA BLANCA / CORTOPUNZANTE","04/11/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","ARMA BLANCA / CORTOPUNZANTE","11/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","20/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Jamundí","76364000","ARMA BLANCA / CORTOPUNZANTE","19/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","24/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Santa Marta (CT)","47001000","ARMA BLANCA / CORTOPUNZANTE","06/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Ocaña","54498000","ARMA BLANCA / CORTOPUNZANTE","10/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","16/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","12/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Buenaventura","76109000","ARMA BLANCA / CORTOPUNZANTE","19/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","02/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Armenia (CT)","63001000","ARMA BLANCA / CORTOPUNZANTE","12/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","03/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","30/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","12/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","21/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Soledad","08758000","ARMA BLANCA / CORTOPUNZANTE","25/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Campoalegre","41132000","ARMA BLANCA / CORTOPUNZANTE","29/07/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"QUINDÍO","Quimbaya","63594000","ARMA BLANCA / CORTOPUNZANTE","17/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Piendamó","19548000","ARMA BLANCA / CORTOPUNZANTE","23/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","28/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","18/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","01/11/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","08/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","21/07/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Fonseca","44279000","ARMA BLANCA / CORTOPUNZANTE","15/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","20/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","17/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","La Plata","41396000","ARMA BLANCA / CORTOPUNZANTE","10/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","22/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","19/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","17/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","16/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","21/09/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","07/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","28/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Roldanillo","76622000","ARMA BLANCA / CORTOPUNZANTE","31/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Cereté","23162000","ARMA BLANCA / CORTOPUNZANTE","31/08/2023","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","14/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","09/10/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Soacha","25754000","ARMA BLANCA / CORTOPUNZANTE","18/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Candelaria","76130000","ARMA BLANCA / CORTOPUNZANTE","31/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","13/06/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Ibagué (CT)","73001000","ARMA BLANCA / CORTOPUNZANTE","23/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","09/08/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","08/10/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Aguachica","20011000","ARMA BLANCA / CORTOPUNZANTE","30/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","19/05/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","25/09/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"RISARALDA","Pereira (CT)","66001000","ARMA BLANCA / CORTOPUNZANTE","01/08/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","10/07/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","21/03/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","24/04/2023","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Calima","76126000","ARMA BLANCA / CORTOPUNZANTE","21/04/2023","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
