departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,fecha,tipo
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-10,hurto
ATLÁNTICO,Juan de Acosta,8372000,ARMA BLANCA / CORTOPUNZANTE,04/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-10,hurto
CÓRDOBA,Chimá,23168000,ARMA BLANCA / CORTOPUNZANTE,07/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-07-04,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,07/09/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-09,hurto
NORTE DE SANTANDER,Los Patios,54405000,ARMA BLANCA / CORTOPUNZANTE,08/03/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-03,hurto
CUNDINAMARCA,Chía,25175000,ARMA BLANCA / CORTOPUNZANTE,12/06/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-12-06,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,07/12/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-12,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,04/06/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-06,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,10/09/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-09,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-10,hurto
HUILA,La Plata,41396000,ARMA BLANCA / CORTOPUNZANTE,01/09/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-01-09,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,04/03/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-03,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,08/05/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-05,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,11/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-06,hurto
CESAR,Aguachica,20011000,ARMA BLANCA / CORTOPUNZANTE,03/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-03-08,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,06/10/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-10,hurto
PUTUMAYO,Valle del Guamuez,86865000,ARMA BLANCA / CORTOPUNZANTE,08/09/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-09,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,04/03/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-03,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-10,hurto
ATLÁNTICO,Soledad,8758000,ARMA BLANCA / CORTOPUNZANTE,12/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-04,hurto
ANTIOQUIA,Yondó,5893000,ARMA BLANCA / CORTOPUNZANTE,09/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-09-10,hurto
MAGDALENA,Santa Marta (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,05/02/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-02,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,12/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-05,hurto
VALLE,Palmira,76520000,ARMA BLANCA / CORTOPUNZANTE,07/09/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-09,hurto
TOLIMA,Ibagué (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,12/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-07,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,06/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-08,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,10/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-08,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,02/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-02-06,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,04/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-04-07,hurto
TOLIMA,Ibagué (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,09/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-09-07,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,12/04/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-04,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,08/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-08,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,07/08/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-08,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,06/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-05,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,05/02/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-01-04,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,07/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-09-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-05,hurto
BOYACÁ,Firavitoba,15272000,ARMA BLANCA / CORTOPUNZANTE,12/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-12-04,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,01/07/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-01-07,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/02/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-01-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/04/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-05-04,hurto
CAUCA,Timbío,19807000,ARMA BLANCA / CORTOPUNZANTE,04/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-08,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,03/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-03-07,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,06/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-07,hurto
CALDAS,Marmato,17442000,ARMA BLANCA / CORTOPUNZANTE,04/02/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-05,hurto
NARIÑO,Guachucal,52317000,ARMA BLANCA / CORTOPUNZANTE,09/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-09-06,hurto
HUILA,Campoalegre,41132000,ARMA BLANCA / CORTOPUNZANTE,06/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-05,hurto
CUNDINAMARCA,Soacha,25754000,ARMA BLANCA / CORTOPUNZANTE,06/08/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,03/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-03-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-01-08,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,11/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-06,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,02/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-02-08,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,02/07/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-02-07,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,08/07/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-07,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-06,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,07/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-06,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,10/06/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-06,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-02-08,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,11/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-08,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-09-05,hurto
HUILA,Rivera,41615000,ARMA BLANCA / CORTOPUNZANTE,06/02/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-06-02,hurto
ANTIOQUIA,Segovia,5736000,ARMA BLANCA / CORTOPUNZANTE,12/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-12-02,hurto
NARIÑO,Potosí,52560000,ARMA BLANCA / CORTOPUNZANTE,11/03/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-03,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,02/11/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-02-11,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,12/03/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-12-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-12-12,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-11,hurto
BOLÍVAR,Mahates,13433000,ARMA BLANCA / CORTOPUNZANTE,10/08/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-08,hurto
PUTUMAYO,Villagarzón,86885000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-10-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,06/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-11,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,01/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-01-12,hurto
CAUCA,Santander de Quilichao,19698000,ARMA BLANCA / CORTOPUNZANTE,06/12/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-12,hurto
SANTANDER,Barrancabermeja,68081000,ARMA BLANCA / CORTOPUNZANTE,03/12/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-03-12,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,03/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-03-02,hurto
GUAJIRA,Uribia,44847000,ARMA BLANCA / CORTOPUNZANTE,01/03/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-01-03,hurto
TOLIMA,Flandes,73275000,ARMA BLANCA / CORTOPUNZANTE,06/03/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-06-03,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/03/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-03-03,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,11/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,08/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2026-08-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2026-07-02,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/03/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-01-03,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,07/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-11,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,05/11/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-11,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,05/12/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-12,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2026-10-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-02-02,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,07/02/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-07-02,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,12/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-12-02,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,11/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-01-12,hurto
TOLIMA,Chaparral,73168000,ARMA BLANCA / CORTOPUNZANTE,10/09/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-09,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,12/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-10,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,11/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-12,hurto
HUILA,La Plata,41396000,ARMA BLANCA / CORTOPUNZANTE,06/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-12,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-11,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,05/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-11,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-11,hurto
ATLÁNTICO,Soledad,8758000,ARMA BLANCA / CORTOPUNZANTE,04/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-11,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-12,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-10,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,08/08/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-08-08,hurto
HUILA,Rivera,41615000,ARMA BLANCA / CORTOPUNZANTE,04/01/2026,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-04-01,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-12-11,hurto
VALLE,El Cerrito,76248000,ARMA BLANCA / CORTOPUNZANTE,04/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-04-01,hurto
HUILA,La Plata,41396000,ARMA BLANCA / CORTOPUNZANTE,09/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-09-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/12/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-05-12,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,04/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-12,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,04/10/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-04-10,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/01/2026,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-03-01,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,11/12/2025,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-11-12,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-10-12,hurto
VALLE,Candelaria,76130000,ARMA BLANCA / CORTOPUNZANTE,07/11/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-07-11,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2025-10-12,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,06/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-06-12,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/01/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-07-01,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,03/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-03-12,hurto
BOLÍVAR,Santa Rosa,13683000,ARMA BLANCA / CORTOPUNZANTE,10/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-10-02,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,11/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,08/01/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-08-01,hurto
SANTANDER,Valle de San José,68855002,ARMA BLANCA / CORTOPUNZANTE,03/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-03-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-11-01,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,04/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-04-01,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,07/01/2026,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-07-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,09/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-09-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2026-02-01,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,08/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-08-12,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,05/12/2025,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2025-05-12,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-10-01,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-10-01,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,07/02/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-07-02,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-10-01,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,12/01/2026,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2026-12-01,hurto
