departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,fecha,tipo
HUILA,Timaná,41807000,ARMA BLANCA / CORTOPUNZANTE,10/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-01,hurto
SUCRE,Sincelejo (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-01,hurto
HUILA,Garzón,41298000,ARMA BLANCA / CORTOPUNZANTE,09/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-12,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,07/11/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-07-11,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-05-12,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-01,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,09/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-01,hurto
RISARALDA,Pereira (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,09/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-09,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-11-11,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,05/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-05-09,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,11/11/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-11-11,hurto
META,Puerto López,50573000,ARMA BLANCA / CORTOPUNZANTE,12/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-12-12,hurto
TOLIMA,Líbano,73411000,ARMA BLANCA / CORTOPUNZANTE,10/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-12,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,04/07/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-04-07,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,06/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-06-11,hurto
BOYACÁ,Tunja (CT),15001000,ARMA BLANCA / CORTOPUNZANTE,12/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-12-12,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,01/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-02,hurto
HUILA,La Plata,41396000,ARMA BLANCA / CORTOPUNZANTE,12/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-12-12,hurto
HUILA,Altamira,41026000,ARMA BLANCA / CORTOPUNZANTE,06/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-06-11,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,05/12/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-05-12,hurto
VALLE,Tuluá,76834000,ARMA BLANCA / CORTOPUNZANTE,12/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-12-11,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-01-11,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,07/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-07-01,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,03/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-03-12,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-02,hurto
CÓRDOBA,Cotorra,23300000,ARMA BLANCA / CORTOPUNZANTE,05/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-01,hurto
HUILA,Timaná,41807000,ARMA BLANCA / CORTOPUNZANTE,06/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-06-12,hurto
MAGDALENA,Santa Marta (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,05/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-05-12,hurto
HUILA,La Argentina,41378000,ARMA BLANCA / CORTOPUNZANTE,12/12/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-12-12,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-01,hurto
ANTIOQUIA,Heliconia,5347000,ARMA BLANCA / CORTOPUNZANTE,06/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-06-12,hurto
ANTIOQUIA,Concordia,5209000,ARMA BLANCA / CORTOPUNZANTE,06/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-06-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-04-11,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,08/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-05,hurto
VALLE,Palmira,76520000,ARMA BLANCA / CORTOPUNZANTE,12/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-12-06,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,08/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-04,hurto
VALLE,Candelaria,76130000,ARMA BLANCA / CORTOPUNZANTE,10/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-06,hurto
ANTIOQUIA,Santafé de Antioquia,5042000,ARMA BLANCA / CORTOPUNZANTE,11/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-04,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,07/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-06,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,09/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-12,hurto
CAUCA,Puerto Tejada,19573000,ARMA BLANCA / CORTOPUNZANTE,11/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-02,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-02,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,03/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-03-12,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,09/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-06,hurto
GUAJIRA,Barrancas,44078000,ARMA BLANCA / CORTOPUNZANTE,12/04/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-12-04,hurto
VALLE,Yumbo,76892000,ARMA BLANCA / CORTOPUNZANTE,02/02/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-02,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-02-01,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,05/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-11-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-03,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-01-10,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,07/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-01,hurto
HUILA,La Plata,41396000,ARMA BLANCA / CORTOPUNZANTE,05/02/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-02,hurto
VALLE,Palmira,76520000,ARMA BLANCA / CORTOPUNZANTE,10/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-04,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,03/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-05,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,10/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-06,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-04,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,11/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-05,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,11/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-06,hurto
CESAR,Aguachica,20011000,ARMA BLANCA / CORTOPUNZANTE,03/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-05,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-05,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,09/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-10,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,08/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-06,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-01-05,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,09/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-04,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,05/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-05,hurto
BOLÍVAR,Turbaco,13836000,ARMA BLANCA / CORTOPUNZANTE,04/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-04-06,hurto
CESAR,Aguachica,20011000,ARMA BLANCA / CORTOPUNZANTE,04/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-04-04,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,08/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-01,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,03/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-04,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,04/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-04-02,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,03/04/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-04,hurto
HUILA,Suaza,41770000,ARMA BLANCA / CORTOPUNZANTE,09/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-03,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,05/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-04,hurto
CÓRDOBA,Montelíbano,23466000,ARMA BLANCA / CORTOPUNZANTE,01/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-04,hurto
ANTIOQUIA,San Pedro,5664000,ARMA BLANCA / CORTOPUNZANTE,10/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-10-04,hurto
CÓRDOBA,Momil,23464000,ARMA BLANCA / CORTOPUNZANTE,11/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-02,hurto
CESAR,Becerril,20045000,ARMA BLANCA / CORTOPUNZANTE,10/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-02,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,05/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-02,hurto
ATLÁNTICO,Soledad,8758000,ARMA BLANCA / CORTOPUNZANTE,07/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-03,hurto
NORTE DE SANTANDER,Tibú,54810000,ARMA BLANCA / CORTOPUNZANTE,11/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-02,hurto
ATLÁNTICO,Soledad,8758000,ARMA BLANCA / CORTOPUNZANTE,12/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-12-03,hurto
CAUCA,Santander de Quilichao,19698000,ARMA BLANCA / CORTOPUNZANTE,09/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-11,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-01-11,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-02,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,05/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-02,hurto
ANTIOQUIA,Caucasia,5154000,ARMA BLANCA / CORTOPUNZANTE,01/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-02,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-01-01,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,08/01/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-03,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,11/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-03,hurto
CUNDINAMARCA,Facatativá,25269000,ARMA BLANCA / CORTOPUNZANTE,10/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-10-03,hurto
CUNDINAMARCA,Soacha,25754000,ARMA BLANCA / CORTOPUNZANTE,08/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/07/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-12-07,hurto
VALLE,Bugalagrande,76113000,ARMA BLANCA / CORTOPUNZANTE,11/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-03,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-04,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,10/02/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-02,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,09/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-09-04,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,06/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-06-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,03/03/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-03,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,04/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-04-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,06/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-06-09,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-09-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-12-04,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/03/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-03,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,07/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-07-02,hurto
HUILA,Rivera,41615000,ARMA BLANCA / CORTOPUNZANTE,10/04/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-04,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,12/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-12-01,hurto
VALLE,Tuluá,76834000,ARMA BLANCA / CORTOPUNZANTE,10/04/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-04,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,05/04/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-04,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,10/03/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-03,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,07/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-06,hurto
ATLÁNTICO,Malambo,8433000,ARMA BLANCA / CORTOPUNZANTE,01/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-05,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,05/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-06,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,11/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-11-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/04/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,03/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-03-02,hurto
TOLIMA,Mariquita,73443000,ARMA BLANCA / CORTOPUNZANTE,02/07/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-02-07,hurto
CAUCA,Puerto Tejada,19573000,ARMA BLANCA / CORTOPUNZANTE,10/12/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-12,hurto
META,Acacías,50006000,ARMA BLANCA / CORTOPUNZANTE,12/11/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-12-11,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-01-12,hurto
CUNDINAMARCA,Anolaima,25040000,ARMA BLANCA / CORTOPUNZANTE,08/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-08-12,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-08-10,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,07/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-07-01,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-11-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,02/12/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-02-12,hurto
MAGDALENA,Santa Marta (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,01/12/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-01-12,hurto
HUILA,Campoalegre,41132000,ARMA BLANCA / CORTOPUNZANTE,08/02/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,08/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2024-08-01,hurto
HUILA,Hobo,41349000,ARMA BLANCA / CORTOPUNZANTE,10/01/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-10-01,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,08/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-08-05,hurto
VALLE,Jamundí,76364000,ARMA BLANCA / CORTOPUNZANTE,01/03/2024,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-03,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,05/03/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-05-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/05/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-01-05,hurto
RISARALDA,Santa Rosa de Cabal,66682000,ARMA BLANCA / CORTOPUNZANTE,06/06/2024,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2024-06-06,hurto
